他感冒了。	tā gǎn mào le。	He caught a cold.
接收节目前，你应该先装天线。	jiē shōu jié mù qián， nǐ yīng gāi xiān zhuāng tiān xiàn。	You should fix the television antenna before receiving programs.
政府设法干扰游击队的无线电通讯.	zhèng fǔ shè fǎ gān rǎo yóu jī duì de wú xiàn diàn tōng xùn.	The government tried to jam the guerrillas' transmissions.
他们看着电视里的快步舞并且试图模仿。	tā men kàn zhuó diàn shì lǐ de kuài bù wǔ bìng qiě shì tú mó fǎng。	They watched jig on TV and tried to imitate.
我国的对外贸易近年来已有极大发展.	wǒ guó de duì wài mào yì jìn nián lái yǐ yǒu jí dà fā zhǎn.	Our foreign trade has expanded greatly in recent years.
我们现在邮购业务是每周期1，200美元。	wǒ men xiàn zài yóu gòu yè wù shì měi zhōu qī1，200 měi yuán。	Our mail orders are now running at$1, 200 a week.
在晚会上，他和他的密友亲密交谈。	zài wǎn huì shàng， tā huò tā de mì yǒu qīn mì jiāo tán。	He exchanged intimacies with his bosom friend at the party.
有道理，我认为那是非常公道的价格。	yǒu dào lǐ， wǒ rèn wéi nà shì fēi cháng gōng dao de jià gé。	Fair enough, I think that's a very reasonable price.
那位穿军装的人恐怕就是团长了。	nà wèi chuān jūn zhuāng de rén kǒng pà jiù shì tuán zhǎng le。	The man in the army uniform will be the regiment commander.
我愿意以朋友的名义给你一些建议。	wǒ yuàn yì yǐ péng you de míng yì jǐ nǐ yī xiē jiàn yì。	I would like to give you some advice in the name of a friend.
他固执己见，什么也不能让他改变。	tā gù zhí jǐ xiàn， shén me yě bù néng ràng tā gǎi biàn。	He is wedded to his own opinion and nothing can change him.
把你的名字填写在每页上端的括号内。	bǎ nǐ de míng zi tián xiě zài měi yè shàng duān de kuò hào nèi。	Put your name in brackets at the top of each page.
她在报告中探讨了帝国主义的本性。	tā zài bào gào zhòng tàn tǎo le dì guó zhǔ yì de běn xìng。	In her talk she went into the nature of imperialism.
除技术法则和实践艺术外的所有知识	chú jì shù fǎ zé huò shí jiàn yì shù wài de suǒ yǒu zhī shi	All learning except technical precepts and practical arts.
这位著名的经济学家给我们做了一次演讲。	zhè wèi著 míng de jīng jì xué jiā jǐ wǒ men zuò le yī cì yǎn jiǎng。	The famous economist gave us a speech.
这个组织是在世界银行的赞助下办的。	zhè gè zǔ zhī shì zài shì jiè yín háng de zàn zhù xià bàn de。	The association is under the auspices of Word Bank.
她的印度之行成了她一生的转折点。	tā de Yìn dù zhī xìng chéng le tā yī shēng de zhuǎn zhé diǎn。	Her visit to India proved to be a watershed in her life.
他好想入非非, 觉得自己赢了一块金牌.	tā hào xiǎng rù fēi fēi,  jué de zì jǐ yíng le yī kuài jīn pái.	He liked to fantasize that he had won a gold medal.
民间音乐是一代一代地流传下来的。	mín jiān yīn yuè shì yī dài yī dài de liú chuán xia lai de。	Folk music has been passed down from one generation to another.
我们用电脑取代了老式的加法计算器。	wǒ men yòng diàn nǎo qǔ dài le lǎo shì de jiā fǎ jì suàn qì。	We've replaced the old adding machine with a computer.
他历史考试不及格，其他科目都通过了。	tā lì shǐ kǎo shì bù jí gé， qí tā kē mù dōu tōng guò le。	He got a fail in history and passes in other subjects.
这家商店因公平交易而获好名声。	zhè jiā shāng diàn yīn gōng píng jiāo yì ér huò hào míng shēng。	This store has an excellent reputation for fair dealing.
再者, 我们还要考虑到法律方面的含义.	zài zhě,  wǒ men huán yào kǎo lu:4 dào fǎ lu:4 fāng miàn de hán yì.	Again, we have to consider the legal implications.
这个小孩以他父亲的名字而命名。	zhè gè xiǎo hái yǐ tā fù qīn de míng zi ér mìng míng。	The child was named after its father, given its father's first name.
用旧公共汽车应急来安置难民.	yòng jiù gōng gòng qì chē yìng jí Lái ān zhì nàn mín.	Old buses were pressed into service as emergency housing for the refugees.
那消息给加了花边，使之更加引人注目。	nà xiāo xi jǐ jiā le huā biān， shǐ zhī gèng jiā yǐn rén zhù mù。	The news was boxed in to draw more attention.
他晚年独居，从不欢迎来访者。	tā wǎn nián dú jū， cóng bù huān yíng lái fǎng zhě。	In the latter years of his life he lived alone and never welcomed visitors.
现行的教育制度和现实并不一致。	xiàn xíng de jiào yù zhì dù huò xiàn shí bìng bù yī zhì。	The current education system is not in concert with the reality.
预算中的最大一项照例是国防费用.	yù suàn zhòng dì zuì dà yí xiàng zhào lì shì guó fáng fèi yòng.	As usual, the lion's share of the budget is for defence.
有关环境的会议将在下周一举行。	yǒu guān huán jìng de huì yì jiàng zài xià zhōu yī jǔ xíng。	The convocation about environment will be held on next Monday.
高级军官和下级军官的房间是分著的.	gāo jí jūn guān huò xià jí jūn guān de fáng jiān shì fèn著 de.	There are separate rooms for senior and junior officers.
她要进入名牌大学学习的梦想实现了。	tā yào jìn rù míng pái dà xué xué xí de mèng xiǎng shí xiàn le。	Her dream to enter the famous university came true.
我看到雪激动得连寒冷都不在乎了。	wǒ kàn dào xuě jī dòng de lián hán lěng dōu bù zài hū le。	I was so excited to see snow that I was indifferent to the cold.
他一干预使他们的口角达到最激烈程度.	tā yī gān yù shǐ tā men de kǒu jiǎo dá dào zuì jī liè chéng dù.	His intervention brought their quarrel to a climax.
她在一阵悔恨之中把情人的信都烧了.	tā zài yī zhèn huǐ hèn zhī zhōng bǎ qíng rén de xìn dōu shāo le.	In a fit of remorse she burnt all her lover's letters.
副排长命令部下在营房广场集合。	fù pái zhǎng mìng lìng bù xià zài yíng fáng guǎng chǎng jí hé。	Platoon sergeants fell their men in on the barrack square.
船长在航海日志中描述了这次事故。	chuán zhǎng zài háng hǎi rì zhì zhòng miáo shù le zhè cì shì gù。	The captain described the accident in the ship's log.
她简化了指令以便于儿童理解。	tā jiǎn huà le zhǐ lìng yǐ biàn yú ér tóng lǐ jiě。	She simplified the instructions so that the children could understand them.
广告多通过启发人的联想力而发挥作用.	guǎng gào duō tōng guò qǐ fā rén de lián xiǎng lì ér fā huī zuò yòng.	Most advertisements work through suggestion.
船长在航海日志中描述了这次事故。	chuán zhǎng zài háng hǎi rì zhì zhòng miáo shù le zhè cì shì gù。	The captain described the accident in the ship's log.
有规章规定建筑材料的某些标准.	yǒu guī zhāng guī dìng jiàn zhù cái liào de mǒu xiē biāo zhǔn.	Regulations prescribe certain standards for building materials.
如果你在雾天去爬山，你是在自讨苦吃。	rú guǒ nǐ zài wù tiān qù pá shān， nǐ shì zài zì tǎo kǔ jí。	If you climb mountain in fog, you are asking for it.
我不能帮你，这事是你自己一手造成的。	wǒ bù néng bāng nǐ， zhè shì shì nǐ zì jǐ yī shǒu zào chéng de。	I can't help you. You brought this on yourself.
这是我们所有产品中最受欢迎的型号.	zhè shì wǒ men suǒ yǒu chǎn pǐn zhòng zuì shòu huān yíng de xíng hào.	This is the most popular model in our whole range.
她读着这个文件时，脸色顿时开朗起来。	tā dú zhuó zhè gè wén jiàn shí， liǎn sè dùn shí kāi lǎng qǐ lai。	Her face cleared up as she read the document.
这所学校每年招收六十名男女新生.	zhè suǒ xué xiào měi nián zhāo shōu liù shí míng nán nu:3 xīn shēng.	The school admits sixty new boys and girls every year.
这是个特殊的案件，应该获得特殊处理。	zhè shì gè tè shū de àn jiàn， yīng gāi huò dé tè shū chǔ lǐ。	This is a special case, deserving special treatment.
油料作物的产量也有了明显的增长。	yóu liào zuò wù de chǎn liàng yě yǒu le míng xiǎn de zēng zhǎng。	Oil-bearing crops have also registered marked increases.
我们整星期一直工作, 没有片刻空闲.	wǒ men zhěng xīng qī yī zhí gōng zuò,  méi yǒu piàn kè kòng xián.	We've been working all week without a moment's leisure.
他们为远航的船只准备了食品和必需品。	tā men wèi yuǎn háng de chuán zhī zhǔn bèi le shí pǐn huò bì xū pǐn。	They provisioned the ship for a long voyage.
他在本地汽车制造厂装配线上工作.	tā zài běn dì qì chē zhì zào chǎng zhuāng pèi xiàn shàng gōng zuò.	He works on the assembly line at the local car factory.
为了我们理解，老师列举了很多事例。	wèi le wǒ men lǐ jiě， lǎo shī liè jǔ le hěn duō shì lì。	The teacher enumerated many examples to us for understanding.
他的迅速康复是由于他的健全的体质。	tā de xùn sù kāng fù shì yóu yú tā de jiàn quán de tǐ zhì。	His quick recovery is ascribable to his sound constitution.
某数值偏离参考值的一种系统偏差。	mǒu shuò zhí piān lí cān kǎo zhí de yī zhòng xì tǒng piān chā。	A systematic deviation of a value from a reference value.
为了我们理解，老师列举了很多事例。	wèi le wǒ men lǐ jiě， lǎo shī liè jǔ le hěn duō shì lì。	The teacher enumerated many examples to us for understanding.
他为我们介绍了花园中对称的布局。	tā wèi wǒ men jiè shào le huā yuán zhòng duì chèn de bù jú。	He introduced to us the symmetrical arrangement of the garden.
粉刷天花板用了将近一整天的时间。	fěn shuà tiān huā bǎn yòng le jiāng jìn yī zhěng tiān de shí jiān。	It took more or less a whole day to paint the ceiling.
民主党希望在下次大选中重新执政。	mín zhǔ dǎng xī wàng zài xià cì dà xuǎn zhòng chóng xīn zhí zhèng。	The democrats hope to get back at the next election.
你的拜访对我来说是一种光荣。	nǐ de bài fǎng duì wǒ lái shuō shì yī zhòng guāng róng。	The meaning of your visit was translated to me as a sign of your affection.
她对购买生日礼品的事非常在行.	tā duì gòu mǎi shēng rì lǐ pǐn de shì fēi cháng zài xìng.	She's got the business of buying birthday presents down to a fine art.
他是根据工会章程第23条规则行动的。	tā shì gēn jù gōng huì zhāng chéng dì23 tiáo guī zé xíng dòng de。	He is acting under rule23 of the union constitution.
如果要避开市中心，请从这里向右转弯。	rú guǒ yào bì kāi shì zhōng xīn， qǐng zòng zhè lǐ xiàng yòu zhuǎn wān。	To avoid the city center, turn right here.
天渐渐黑了，我看不见字，无法再阅读了。	tiān jiàn jiàn hēi le， wǒ kàn bù jiàn zì， wú fǎ zài yuè dú le。	It was getting dark and I couldn't see to read.
借助现代技术, 这个目标已经达到.	jiè zhù xiàn dài jì shù,  zhè gè mù biāo yǐ jīng dá dào.	It was achieved with the benefit (ie help, aid) of modern technology.
这些蔬菜中的营养部分全都给煮掉了。	zhè xie shū cài zhòng dì yíng yǎng bù fen quán dōu jǐ zhǔ diào le。	All the goodness has been boiled off the vegetables.
我看到雪激动得连寒冷都不在乎了。	wǒ kàn dào xuě jī dòng de lián hán lěng dōu bù zài hū le。	I was so excited to see snow that I was indifferent to the cold.
她当时看起来好像什么事都没发生似的。	tā dāng shí kàn qǐ lai hǎo xiàng shén me shì dōu mò fā shēng sì de。	She looks as if nothing had happened to her.
我真诚地希望他能接受别人的批评。	wǒ zhēn chéng de xī wàng tā néng jiē shòu bié rén de pī píng。	I sincerely hope that he can accept the criticism of others.
使我感到极其好笑的是他的假胡子掉下来了.	shǐ wǒ gǎn dào jí qí hǎo xiào de shì tā de jià hú zi diào xia lai le.	To my great amusement his false beard fell off.
这就是我们从小汽车换乘公共汽车的地方.	zhè jiù shì wǒ men cóng xiǎo qì chē huàn chéng gōng gòng qì chē de dì fang.	This is where we change from car to bus.
算命先生预言我会同一位医生结婚。	suàn mìng xiān sheng yù yán wǒ huì tóng yī wèi yī shēng jié hūn。	The fortune-teller predicted that I would marry a doctor.
